Origin-Destination SPLC,Commodity Group Name,Time Window (SmmddccyyEmmddccyy),Tons
'380002047600,CHEM_PET,S06012019E06302019,7800
'588250708550,OTHER,S02012019E02282019,1960
'504600704660,CHEM_PET,S11012019E11302019,3920
'846203744300,IM,S11012019E11302019,3960
'514124717131,AG_FOOD,S07012019E07312019,3960
'509153849687,AG_FOOD,S12012019E12312019,24664
'844126849660,MET_ORE,S10012019E10312019,72444
'715140553816,FOR_PROD,S08012019E08312019,3560
'645544647000,CHEM_PET,S04012019E04302019,11800
'513658886571,AG_FOOD,S11012019E11302019,4480
'844391848772,IM,S01012019E01312019,17720
'684800667595,MET_ORE,S01012019E01312019,3440
'512477512465,AG_FOOD,S06012019E06302019,11544
'566330566900,AG_FOOD,S12012019E12312019,4040
'684150588860,CHEM_PET,S10012019E10312019,3840
'744300380000,MO_VEH,S09012019E09302019,800
'584092876411,IM,S06012019E06302019,1160
'684210396640,CHEM_PET,S02012019E02282019,3200
'544434381441,AG_FOOD,S05012019E05312019,3920
'566330380000,AG_FOOD,S07012019E07312019,3720
'511740380000,AG_FOOD,S12012019E12312019,21600
'622300604114,MET_ORE,S01012019E01312019,7200
'706720717131,CHEM_PET,S12012019E12312019,3480
'343689883000,FOR_PROD,S02012019E02282019,11200
'504450846203,IM,S03012019E03312019,5320
'504600381229,MET_ORE,S11012019E11302019,800
'396640588323,CHEM_PET,S03012019E03312019,3880
'439900576889,CHEM_PET,S07012019E07312019,5916
'538428380000,AG_FOOD,S04012019E04302019,3800
'512414849660,AG_FOOD,S01012019E01312019,24892
'305983381474,FOR_PROD,S07012019E07312019,4200
'439875058248,CHEM_PET,S11012019E11302019,4160
'504600334880,CHEM_PET,S10012019E10312019,7140
'844131667262,FOR_PROD,S11012019E11302019,3400
'315986058248,MET_ORE,S10012019E10312019,80
'554170883628,AG_FOOD,S03012019E03312019,8120
'744300849990,MET_ORE,S02012019E02282019,12360
'684735439900,CHEM_PET,S04012019E04302019,2320
'538428667268,AG_FOOD,S07012019E07312019,4400
'380000598180,AG_FOOD,S05012019E05312019,3000
'708789093804,COAL,S02012019E02282019,422012
'584092875640,IM,S09012019E09302019,23520
'531648380000,CHEM_PET,S06012019E06302019,45930
'527792845210,AG_FOOD,S04012019E04302019,50632
'096371058248,FOR_PROD,S09012019E09302019,3080
'090577744300,FOR_PROD,S01012019E01312019,7840
'696900797152,MO_VEH,S03012019E03312019,800
'880201875640,NONMET_PRO,S04012019E04302019,8000
'883000439900,MET_ORE,S10012019E10312019,2720
'380000684800,FOR_PROD,S02012019E02282019,640
'546293690150,AG_FOOD,S11012019E11302019,5184
'645168644800,CHEM_PET,S07012019E07312019,4000
'559824849687,AG_FOOD,S02012019E02282019,22586
'556324684800,AG_FOOD,S03012019E03312019,3080
'731154323130,COAL,S11012019E11302019,29080
'527657849660,AG_FOOD,S07012019E07312019,25194
'503913849687,AG_FOOD,S12012019E12312019,23976
'777520797148,CHEM_PET,S10012019E10312019,3640
'883735439900,IM,S01012019E01312019,8560
'846200883628,CHEM_PET,S04012019E04302019,6600
'581520684800,OTHER,S03012019E03312019,1560
'647000380002,FOR_PROD,S10012019E10312019,640
'504600504792,AG_FOOD,S06012019E06302019,4000
'566900698350,OTHER,S11012019E11302019,2680
'553900784123,OTHER,S12012019E12312019,2920
'522147886571,AG_FOOD,S01012019E01312019,4000
'731136388260,COAL,S11012019E11302019,253146
'584092875640,IM,S01012019E01312019,13640
'588250388260,CHEM_PET,S02012019E02282019,3640
'846203384020,IM,S12012019E12312019,6280
'684773744831,CHEM_PET,S04012019E04302019,7200
'744300696864,MET_ORE,S02012019E02282019,3600
'537570845200,AG_FOOD,S06012019E06302019,3120
'472600880270,MO_VEH,S02012019E02282019,6280
'668100883734,IM,S03012019E03312019,15040
'559970849687,AG_FOOD,S11012019E11302019,22320
'080116840534,CHEM_PET,S11012019E11302019,4160
'684587684779,CHEM_PET,S12012019E12312019,7560
'711160505350,FOR_PROD,S08012019E08312019,3920
'381299584092,CHEM_PET,S06012019E06302019,8800
'512414504600,AG_FOOD,S05012019E05312019,12344
'543615532233,CHEM_PET,S01012019E01312019,3920
'853470668100,FOR_PROD,S03012019E03312019,1520
'315440645172,AG_FOOD,S06012019E06302019,3600
'684773439900,CHEM_PET,S02012019E02282019,3600
'439900604483,OTHER,S10012019E10312019,1480
'087850058248,FOR_PROD,S08012019E08312019,3440
'380000845203,AG_FOOD,S05012019E05312019,3760
'735126677850,CHEM_PET,S02012019E02282019,4280
'588350566900,AG_FOOD,S04012019E04302019,3360
'844394380000,FOR_PROD,S06012019E06302019,7880
'483128483187,MET_ORE,S03012019E03312019,36000
'645172323228,CHEM_PET,S08012019E08312019,3760
'527482380000,CHEM_PET,S10012019E10312019,7680
'668200677200,OTHER,S09012019E09302019,1320
'080116886549,AG_FOOD,S01012019E01312019,4400
'881172380000,CHEM_PET,S11012019E11302019,4080
'549260622300,AG_FOOD,S02012019E02282019,8360
'543640439900,CHEM_PET,S06012019E06302019,3480
'645544058248,CHEM_PET,S09012019E09302019,7960
'328737380000,NONMET_PRO,S09012019E09302019,120710
'889593384020,MO_VEH,S03012019E03312019,2400
'672328668200,OTHER,S06012019E06302019,396
'645172381474,CHEM_PET,S06012019E06302019,12440
'327454335714,FOR_PROD,S06012019E06302019,3480
'843180846200,AG_FOOD,S05012019E05312019,9384
'845200504450,IM,S03012019E03312019,9360
'566900555733,OTHER,S01012019E01312019,1240
'323130334880,CHEM_PET,S03012019E03312019,3960
'481680472600,MO_VEH,S06012019E06302019,8000
'731136567881,COAL,S05012019E05312019,33188
'061200684704,FOR_PROD,S05012019E05312019,4000
'612200519832,MET_ORE,S03012019E03312019,17932
'472600849697,FOR_PROD,S06012019E06302019,3040
'487527439900,CHEM_PET,S01012019E01312019,3720
'698350684800,OTHER,S07012019E07312019,4000
'503592504450,AG_FOOD,S12012019E12312019,3960
'549260674660,AG_FOOD,S03012019E03312019,56819
'684587684779,CHEM_PET,S07012019E07312019,4040
'672328744300,OTHER,S01012019E01312019,372
'504450668100,IM,S07012019E07312019,400
'511168875640,AG_FOOD,S04012019E04302019,12600
'883000439900,FOR_PROD,S12012019E12312019,400
'686180693394,OTHER,S08012019E08312019,10748
'688190576450,CHEM_PET,S11012019E11302019,3840
'668200668141,AG_FOOD,S05012019E05312019,3640
'671867876430,AG_FOOD,S10012019E10312019,15592
'677200883252,AG_FOOD,S04012019E04302019,3480
'672328883628,AG_FOOD,S08012019E08312019,4080
'883715384020,IM,S11012019E11302019,2600
'668100883734,IM,S01012019E01312019,13800
'843180844126,OTHER,S07012019E07312019,360
'748537542880,NONMET_PRO,S06012019E06302019,12340
'628630672700,NONMET_PRO,S08012019E08312019,8560
'380000845200,MO_VEH,S09012019E09302019,760
'683670682953,NONMET_PRO,S03012019E03312019,27000
'500900058248,FOR_PROD,S09012019E09302019,2240
'684300674278,AG_FOOD,S06012019E06302019,3600
'388440849985,CHEM_PET,S05012019E05312019,3560
'527180847698,OTHER,S02012019E02282019,2760
'504713604114,MET_ORE,S09012019E09302019,3800
'684587684779,CHEM_PET,S11012019E11302019,4000
'672353684300,CHEM_PET,S01012019E01312019,2960
'845200844398,AG_FOOD,S03012019E03312019,4440
'684790684779,CHEM_PET,S02012019E02282019,3880
'380000846206,IM,S07012019E07312019,2240
'513942875829,CHEM_PET,S07012019E07312019,2560
'329696734149,NONMET_PRO,S11012019E11302019,4640
'566330384869,AG_FOOD,S05012019E05312019,4000
'472600668100,MO_VEH,S09012019E09302019,4000
'684790684800,CHEM_PET,S03012019E03312019,7720
'396699647000,OTHER,S03012019E03312019,4032
'684800883732,MET_ORE,S02012019E02282019,600
'684640672353,CHEM_PET,S03012019E03312019,2800
'333332439900,CHEM_PET,S11012019E11302019,5700
'504450880270,IM,S03012019E03312019,1160
'554974889541,AG_FOOD,S11012019E11302019,4360
'731134567213,COAL,S05012019E05312019,31912
'677200883737,AG_FOOD,S04012019E04302019,880
'333332380000,CHEM_PET,S08012019E08312019,5700
'845200584092,IM,S03012019E03312019,1720
'380000797000,CHEM_PET,S04012019E04302019,4320
'675332744836,NONMET_PRO,S02012019E02282019,4040
'667300682243,MET_ORE,S01012019E01312019,4000
'646123047600,CHEM_PET,S01012019E01312019,3200
'645172535170,CHEM_PET,S04012019E04302019,4000
'668200671983,CHEM_PET,S01012019E01312019,4000
'883252380000,IM,S01012019E01312019,3520
'645523647000,AG_FOOD,S12012019E12312019,8560
'627181501760,FOR_PROD,S07012019E07312019,4240
'392200486930,AG_FOOD,S06012019E06302019,8360
'549260503550,CHEM_PET,S08012019E08312019,4440
'557450667268,CHEM_PET,S04012019E04302019,4040
'698350554850,OTHER,S10012019E10312019,1600
'684779684587,CHEM_PET,S11012019E11302019,96600
'684150576550,CHEM_PET,S10012019E10312019,3960
'566900550036,OTHER,S11012019E11302019,552
'731134742821,COAL,S10012019E10312019,14532
'604163684800,MET_ORE,S08012019E08312019,2720
'732114500743,NONMET_PRO,S07012019E07312019,3880
'553402566900,AG_FOOD,S12012019E12312019,4080
'883213567500,IM,S11012019E11302019,160
'380000383446,OTHER,S09012019E09302019,5400
'380000504450,AG_FOOD,S07012019E07312019,720
'522170854552,AG_FOOD,S06012019E06302019,4160
'731154667797,COAL,S06012019E06302019,180978
'571220553170,NONMET_PRO,S05012019E05312019,13920
'506160849660,AG_FOOD,S11012019E11302019,23986
'503550598180,AG_FOOD,S06012019E06302019,3320
'558130883578,AG_FOOD,S02012019E02282019,3840
'849990504451,MO_VEH,S08012019E08312019,800
'701556849990,AG_FOOD,S10012019E10312019,25806
'647000879556,CHEM_PET,S12012019E12312019,3920
'384020883735,AG_FOOD,S04012019E04302019,2320
'381299880270,IM,S04012019E04302019,5880
'550654878600,AG_FOOD,S08012019E08312019,22794
'522670844149,AG_FOOD,S11012019E11302019,3960
'380000537565,OTHER,S07012019E07312019,1040
'674123883734,IM,S01012019E01312019,4720
'584092883734,CHEM_PET,S02012019E02282019,1360
'883000668100,IM,S02012019E02282019,33960
'665450683240,CHEM_PET,S07012019E07312019,3560
'537933384869,CHEM_PET,S07012019E07312019,4120
'684800845375,MO_VEH,S08012019E08312019,2960
'549260503550,CHEM_PET,S02012019E02282019,4480
'657777553834,AG_FOOD,S12012019E12312019,7680
'537570380000,NONMET_PRO,S03012019E03312019,3920
'840600380000,AG_FOOD,S04012019E04302019,840
'876119744184,CHEM_PET,S09012019E09302019,3880
'684800883683,CHEM_PET,S05012019E05312019,3480
'883000380000,AG_FOOD,S01012019E01312019,8600
'883000684800,MET_ORE,S07012019E07312019,760
'093314090361,CHEM_PET,S10012019E10312019,34400
'514753380000,AG_FOOD,S05012019E05312019,6244
'524490853481,CHEM_PET,S03012019E03312019,3640
'517130380000,AG_FOOD,S08012019E08312019,50680
'686180623550,OTHER,S08012019E08312019,7707
'384616384643,CHEM_PET,S04012019E04302019,5120
'883213380000,IM,S12012019E12312019,320
'382750533340,OTHER,S03012019E03312019,1200
'384850742550,NONMET_PRO,S05012019E05312019,34356
'668100883735,IM,S12012019E12312019,19320
'380000845200,IM,S08012019E08312019,18680
'698350686212,MO_VEH,S12012019E12312019,1600
'621644551324,CHEM_PET,S06012019E06302019,3920
'732114880205,NONMET_PRO,S05012019E05312019,8400
'623550696829,CHEM_PET,S06012019E06302019,4200
'558277883160,CHEM_PET,S01012019E01312019,24748
'706720624330,CHEM_PET,S05012019E05312019,3168
'479947585650,MET_ORE,S11012019E11302019,3520
'384020883737,MET_ORE,S09012019E09302019,4080
'849118848772,IM,S10012019E10312019,11200
'797163881525,CHEM_PET,S11012019E11302019,6080
'777550686180,CHEM_PET,S09012019E09302019,18468
'688190684775,CHEM_PET,S06012019E06302019,3880
'583628875894,AG_FOOD,S12012019E12312019,25748
'456200875640,FOR_PROD,S04012019E04302019,3000
'534450388260,CHEM_PET,S04012019E04302019,3880
'674278883160,CHEM_PET,S12012019E12312019,19552
'380000883000,CHEM_PET,S12012019E12312019,6920
'504450504293,CHEM_PET,S06012019E06302019,6920
'566900773470,AG_FOOD,S12012019E12312019,3440
'698350581520,MO_VEH,S01012019E01312019,2400
'686732396640,CHEM_PET,S08012019E08312019,7680
'546297558130,AG_FOOD,S10012019E10312019,3372
'558130774900,CHEM_PET,S09012019E09302019,7520
'567500876411,MET_ORE,S08012019E08312019,880
'875640504450,IM,S05012019E05312019,1840
'500754500390,MET_ORE,S12012019E12312019,187354
'731183439900,COAL,S07012019E07312019,89604
'623550483187,MET_ORE,S06012019E06302019,5820
'380000584550,CHEM_PET,S01012019E01312019,3600
'567507519464,CHEM_PET,S08012019E08312019,8040
'840340875640,FOR_PROD,S06012019E06302019,4080
'667538581520,MO_VEH,S11012019E11302019,960
'439900575195,AG_FOOD,S10012019E10312019,7680
'708789742821,COAL,S02012019E02282019,8428
'396298604163,MET_ORE,S12012019E12312019,4160
'093768849990,NONMET_PRO,S01012019E01312019,4320
'876185668100,MO_VEH,S05012019E05312019,5000
'753775380000,CHEM_PET,S04012019E04302019,4520
'588440472655,AG_FOOD,S07012019E07312019,24894
'645364381364,CHEM_PET,S01012019E01312019,3880
'503160504450,AG_FOOD,S04012019E04302019,4040
'668100380000,CHEM_PET,S03012019E03312019,13240
'604112684800,MET_ORE,S10012019E10312019,11000
'677200513965,OTHER,S04012019E04302019,92
'534576383446,OTHER,S12012019E12312019,1760
'844394576550,FOR_PROD,S11012019E11302019,4080
'503160878762,AG_FOOD,S01012019E01312019,15980
'734150744300,NONMET_PRO,S09012019E09302019,12800
'511667853474,AG_FOOD,S11012019E11302019,24734
'543833645519,AG_FOOD,S10012019E10312019,21780
'559860889000,CHEM_PET,S08012019E08312019,3720
'513942846200,CHEM_PET,S03012019E03312019,58286
'797000381299,IM,S05012019E05312019,480
'784123668200,FOR_PROD,S07012019E07312019,6160
'557733668200,AG_FOOD,S07012019E07312019,4400
'093768315440,FOR_PROD,S07012019E07312019,3760
'647000684525,OTHER,S02012019E02282019,1560
'668200384869,CHEM_PET,S06012019E06302019,3840
'548450879556,AG_FOOD,S11012019E11302019,25560
'744189696864,MET_ORE,S08012019E08312019,3600
'880203874456,NONMET_PRO,S07012019E07312019,29900
'588440472655,AG_FOOD,S02012019E02282019,49502
'684800684320,CHEM_PET,S02012019E02282019,4236
'628629663677,NONMET_PRO,S06012019E06302019,95112
'567500883209,IM,S09012019E09302019,2400
'504450883000,MET_ORE,S03012019E03312019,720
'567500883737,IM,S07012019E07312019,320
'883000584092,FOR_PROD,S01012019E01312019,800
'732113556330,AG_FOOD,S06012019E06302019,3800
'668100381299,AG_FOOD,S06012019E06302019,880
'380000845375,MO_VEH,S09012019E09302019,11720
'791174790146,OTHER,S09012019E09302019,2160
'684800668200,CHEM_PET,S07012019E07312019,3840
'090367519117,CHEM_PET,S04012019E04302019,4280
'587970672230,CHEM_PET,S12012019E12312019,3920
'439900483187,OTHER,S06012019E06302019,1200
'503550674620,AG_FOOD,S05012019E05312019,4160
'883732684800,IM,S07012019E07312019,5280
'668100797990,IM,S05012019E05312019,960
'883737668100,IM,S10012019E10312019,9600
'853470844131,AG_FOOD,S05012019E05312019,3920
'708549685445,CHEM_PET,S12012019E12312019,3480
'380000845203,IM,S07012019E07312019,71560
'380000744300,MO_VEH,S01012019E01312019,560
'717131707243,CHEM_PET,S03012019E03312019,3880
'543630547500,NONMET_PRO,S11012019E11302019,8232
'698350677193,OTHER,S09012019E09302019,1440
'883734384020,CHEM_PET,S06012019E06302019,2200
'604112622300,MET_ORE,S02012019E02282019,6280
'526563299215,AG_FOOD,S04012019E04302019,24298
'668200504450,OTHER,S04012019E04302019,1640
'743850396640,AG_FOOD,S04012019E04302019,3640
'318200318100,MO_VEH,S05012019E05312019,22840
'380000797000,AG_FOOD,S04012019E04302019,1080
'501551500900,MET_ORE,S07012019E07312019,10800
'514324849660,AG_FOOD,S08012019E08312019,25722
'508686399998,AG_FOOD,S06012019E06302019,9900
'589120876185,CHEM_PET,S10012019E10312019,2920
'439900883732,IM,S02012019E02282019,4480
'671983514151,CHEM_PET,S04012019E04302019,48734
'698350554170,OTHER,S11012019E11302019,1840
'566900708549,OTHER,S04012019E04302019,2000
'328744380000,NONMET_PRO,S10012019E10312019,131859
'684300684525,OTHER,S03012019E03312019,1560
'684735684882,OTHER,S02012019E02282019,1360
'504450674278,AG_FOOD,S07012019E07312019,4440
'093768853470,AG_FOOD,S03012019E03312019,38100
'554170698350,AG_FOOD,S04012019E04302019,51644
'844397581584,OTHER,S04012019E04302019,1320
'686279647000,CHEM_PET,S03012019E03312019,7480
'566900553577,OTHER,S05012019E05312019,324
'533811486930,CHEM_PET,S07012019E07312019,3720
'504295380000,MET_ORE,S02012019E02282019,3800
'380000746422,MO_VEH,S09012019E09302019,9960
'744189684800,CHEM_PET,S09012019E09302019,3560
'512646567507,AG_FOOD,S03012019E03312019,25508
'883734384020,IM,S10012019E10312019,37800
'526550684758,AG_FOOD,S01012019E01312019,25078
'519263844397,CHEM_PET,S07012019E07312019,115467
'439900875640,FOR_PROD,S04012019E04302019,440
'708549690360,CHEM_PET,S01012019E01312019,3560
'731134399655,COAL,S01012019E01312019,30860
'674123883734,AG_FOOD,S04012019E04302019,9640
'684773626810,CHEM_PET,S06012019E06302019,3600
'509163849687,AG_FOOD,S06012019E06302019,25170
'883652853475,CHEM_PET,S04012019E04302019,3760
'513942589120,CHEM_PET,S06012019E06302019,7440
'384040384616,CHEM_PET,S08012019E08312019,3160
'566826514640,NONMET_PRO,S06012019E06302019,11052
'509330696900,AG_FOOD,S05012019E05312019,8800
'080116731124,CHEM_PET,S11012019E11302019,12320
'677200684300,AG_FOOD,S06012019E06302019,25534
'549260793168,CHEM_PET,S01012019E01312019,3680
'517125849150,AG_FOOD,S10012019E10312019,3768
'566900538922,CHEM_PET,S11012019E11302019,4280
'343689875640,IM,S12012019E12312019,4080
'846200581520,MO_VEH,S11012019E11302019,1000
'647000316470,MET_ORE,S06012019E06302019,3960
'509060854136,AG_FOOD,S10012019E10312019,4400
'684150734150,CHEM_PET,S12012019E12312019,4000
'576890628750,MET_ORE,S07012019E07312019,7480
'503260849687,AG_FOOD,S10012019E10312019,25442
'845200380000,IM,S01012019E01312019,20840
'549550773470,AG_FOOD,S10012019E10312019,25062
'708789506089,COAL,S03012019E03312019,30034
'381299696900,IM,S08012019E08312019,1000
'845200744300,IM,S01012019E01312019,4760
'380000668550,MET_ORE,S05012019E05312019,3920
'684882684800,CHEM_PET,S03012019E03312019,6880
'687478748537,MET_ORE,S12012019E12312019,7600
'517130382482,AG_FOOD,S11012019E11302019,4400
'647000567500,CHEM_PET,S06012019E06302019,3880
'485730327460,CHEM_PET,S10012019E10312019,11800
'677200664300,OTHER,S03012019E03312019,1520
'844190380000,FOR_PROD,S03012019E03312019,3360
'683240686222,CHEM_PET,S07012019E07312019,3720
'698350472600,MET_ORE,S04012019E04302019,2760
'875640439900,AG_FOOD,S03012019E03312019,4000
'566826576550,NONMET_PRO,S09012019E09302019,4600
'665450886546,CHEM_PET,S05012019E05312019,3760
'706720536870,CHEM_PET,S12012019E12312019,3880
'380000797152,MO_VEH,S05012019E05312019,7800
'741330380000,AG_FOOD,S12012019E12312019,3920
'621644672323,CHEM_PET,S03012019E03312019,3920
'668100883737,IM,S01012019E01312019,12720
'384020883000,AG_FOOD,S09012019E09302019,5600
'875640584092,AG_FOOD,S07012019E07312019,2320
'883209584092,CHEM_PET,S05012019E05312019,2240
'472627880270,MO_VEH,S01012019E01312019,6440
'846206504450,CHEM_PET,S11012019E11302019,840
'380000668100,CHEM_PET,S04012019E04302019,9000
'684800684525,OTHER,S04012019E04302019,1160
'511392511382,AG_FOOD,S08012019E08312019,3720
'323672058248,NONMET_PRO,S06012019E06302019,12856
'384020846206,AG_FOOD,S06012019E06302019,13880
'509060848481,AG_FOOD,S12012019E12312019,4280
'684525672328,OTHER,S11012019E11302019,1680
'883209584092,IM,S11012019E11302019,9960
'534943504452,MET_ORE,S06012019E06302019,8280
'550036876492,CHEM_PET,S06012019E06302019,3800
'628631668547,NONMET_PRO,S03012019E03312019,34356
'731120567881,COAL,S02012019E02282019,65922
'628629684800,NONMET_PRO,S02012019E02282019,31608
'703788503970,AG_FOOD,S01012019E01312019,8140
'305983327250,FOR_PROD,S07012019E07312019,7640
'684773671685,CHEM_PET,S12012019E12312019,3600
'731132667797,COAL,S05012019E05312019,61864
'604163555720,MET_ORE,S02012019E02282019,4120
'830755853470,FOR_PROD,S10012019E10312019,3880
'672328668200,AG_FOOD,S04012019E04302019,3680
'380002439875,AG_FOOD,S02012019E02282019,2600
'382867729177,NONMET_PRO,S10012019E10312019,34563
'584092553200,IM,S10012019E10312019,2560
'668100880270,NONMET_PRO,S09012019E09302019,1680
'388260597660,AG_FOOD,S08012019E08312019,4200
'599714883628,AG_FOOD,S07012019E07312019,9120
'588440566900,AG_FOOD,S05012019E05312019,11400
'553900784123,OTHER,S06012019E06302019,2600
'708389093804,COAL,S10012019E10312019,242744
'472600483187,CHEM_PET,S11012019E11302019,3600
'513663849687,AG_FOOD,S01012019E01312019,25738
'883715439900,IM,S04012019E04302019,600
'380000509330,OTHER,S11012019E11302019,1400
'883213439900,IM,S09012019E09302019,5240
'853470744836,OTHER,S12012019E12312019,1480
